DistrictCode,StateName,DistrictName,Population,Male,Female,Literate,LiterateMale,LiterateFemale,Worker,WorkerMale,WorkerFemale,MainWorker,MarginWorker,NonWorker,CultivatorWorker,AgriculturalWorker,HouseholdWorker,OtherWorkers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,OthersReligion,ReligionNotStated,LPGoPNGHousehold,HousholdsWithElectricLighting,HouseholdsWithInternet,HouseholdsWithComputer,Household,RuralHousehold,UrbanHousehold,BelowPrimaryEducation,PrimaryEducation,MiddleEducation,SecondaryEducation,HigherEducation,GraduateEducation,OtherEducation,Literate,Illiterate,AgeGroup0_29,AgeGroup30_49,AgeGroup_50,AgeNotStated,HouseholdWithBicycle,HouseholdWith4Wheeler,HouseholdWith2Wheeler,OwnedHousehold,RentedHousehold
629,TAMIL NADU,Kanniyakumari,1870374,926345,944029,1548738,780541,768197,679620,524629,154991,552658,126962,1190754,15610,72867,35789,555354,909872,78590,876299,160,438,156,10,4849,199188,465692,15673,52943,598041,104253,493788,134236,331559,314029,322511,226312,254107,43034,1625788,210901,887052,556548,425849,925,122491,21577,115092,420282,57337
630,TAMIL NADU,Dharmapuri,1506843,774303,732540,917709,527599,390110,751170,446057,305113,652996,98174,755673,201328,267345,15341,267156,1452956,38304,14089,164,39,37,87,1167,104785,337972,3651,18927,487926,396819,91107,129778,240222,221194,177877,103367,112592,26069,1011099,512824,804186,434328,267536,793,164521,5843,107968,344702,32008
631,TAMIL NADU,Krishnagiri,1879809,960232,919577,1187958,667062,520896,877779,561634,316145,742001,135778,1002030,236038,263328,21918,356495,1723737,115303,35956,468,121,373,221,3630,151246,409237,9619,38239,580540,437988,142552,135813,290351,289026,276694,133744,137081,24128,1286837,578724,1034474,533183,311238,914,153645,13381,150122,371936,73339
632,TAMIL NADU,Coimbatore,3458045,1729297,1728748,2635907,1394790,1241117,1567950,1083125,484825,1443252,124698,1890095,80217,230026,50085,1207622,3044145,211035,190314,1112,435,3284,237,7483,675153,896325,63273,149920,1169752,284795,884957,220388,466745,523563,526165,273098,440520,53709,2504188,519919,1579517,1117221,757738,3569,353990,87211,445588,561733,346382
633,TAMIL NADU,Tiruppur,2479052,1246159,1232893,1760566,959623,800943,1266137,819783,446354,1168596,97541,1212915,135817,246333,40988,842999,2278835,123983,70015,455,198,371,119,5076,463530,655073,17181,55311,894908,356886,538022,192583,444390,369432,298635,170870,179733,21436,1677079,552447,1177987,794639,504674,1752,290774,43477,333579,434928,251957
634,PONDICHERRY,Yanam,55626,27301,28325,39274,19919,19355,16760,14047,2713,15373,1387,38866,291,3324,146,12999,53537,1191,873,3,1,4,4,13,10399,12859,207,597,15519,0,15519,3804,10954,8806,8044,4101,3836,1315,40860,14923,31973,15235,8402,16,6523,226,2571,6947,5816
635,PONDICHERRY,PONDICHERRY,950289,468258,482031,726649,380946,345703,348105,256652,91453,315570,32535,602184,9393,51908,6350,280454,855294,32674,58328,245,366,1328,147,1907,170120,226316,15437,34007,291037,87296,203741,61364,127754,150478,152482,81519,134067,17367,725031,146861,473705,299746,176204,634,120365,13245,116241,148306,74666
636,PONDICHERRY,Mahe,41816,19143,22673,36470,16610,19860,11802,9093,2709,10404,1398,30014,43,82,69,11608,27940,12856,958,3,21,14,3,21,3632,7150,574,1484,12110,0,12110,2948,6043,7930,8773,5711,4475,978,36858,2993,19760,12543,9428,85,868,858,1747,6569,494
637,PONDICHERRY,Karaikal,200222,97809,102413,154916,79903,75013,68301,53139,15162,58342,9959,131921,2372,13077,1327,51525,152638,28835,18391,46,63,54,14,181,28366,47880,1868,4870,69333,35618,33715,18943,32899,33458,29456,15930,18998,4877,154561,32717,102333,60089,37434,366,27503,2550,19793,33788,12831
638,ANDAMAN AND NICOBAR ISLANDS,Nicobars,36842,20727,16115,25332,15397,9935,17125,12714,4411,9651,7474,19717,322,242,2560,14001,8681,1336,26077,343,119,0,248,38,3644,9301,57,230,15958,15958,0,2406,5984,7699,6325,3668,1300,364,27746,9781,18786,12088,5922,46,4304,193,1991,7464,1282
639,ANDAMAN AND NICOBAR ISLANDS,North  AND Middle Andaman,105597,54861,50736,78683,43186,35497,38579,30612,7967,31038,7541,67018,10727,1915,260,25677,81163,2165,21870,77,84,4,47,187,5897,18641,388,1193,40185,39091,1094,16126,21215,21293,12707,10042,5133,809,87325,22422,57350,30741,17464,42,5070,910,3550,15593,6431
640,ANDAMAN AND NICOBAR ISLANDS,South Andaman,238142,127283,110859,190266,105794,84472,96831,77563,19268,85221,11610,141311,5518,2624,907,87782,174452,28912,33037,866,135,27,269,444,31998,52479,2789,6771,85532,34901,50631,16301,33267,42741,42150,29910,22388,3077,189834,36289,128402,76332,33128,280,7692,5323,17535,30470,22410
16,JAMMU AND KASHMIR,Doda,409936,213641,196295,219083,138620,80463,151912,101144,50768,79377,72535,258024,69947,12199,1932,67834,187621,220614,472,422,21,22,42,722,7963,61831,596,3077,133617,122267,11350,43794,47350,62719,48359,31416,12647,1846,248131,163565,263576,93189,52744,427,563,1804,1550,76189,1997
17,JAMMU AND KASHMIR,Ramban,283713,149132,134581,124065,82938,41127,87212,68476,18736,52051,35161,196501,41394,8810,2538,34470,81026,200516,414,753,43,3,252,706,3982,34243,417,2644,89622,84281,5341,33971,35284,35115,22591,13331,4923,1498,146713,141812,188526,61604,33220,363,214,958,612,53377,455
18,JAMMU AND KASHMIR,Kishtwar,230696,120165,110531,107506,68700,38806,82974,56779,26195,44718,38256,147722,39271,16296,1186,26221,93931,133225,277,450,2094,3,514,202,4118,24067,274,1651,78371,72378,5993,25022,25675,27745,19550,14521,5438,2529,120480,101166,145931,53415,31084,266,439,850,1533,43840,463
